descrizione
SCHEDA CLIENTE, modificare Responsabile Operativo (responsabile ritiro) e Riferimento per comunicazioni, inserire Nome e cognome.
La sede Legale indicata su SFA è discordante da CRM e CERVED
La sede Legale indicata su SFA è discordante da CRM e CERVED 
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale, DISCORDANTE DA CERVED
SCHEDA CLIENTE, DATI ANAGRAFICI, Natura giuridica MANCA
POLICY DEL CREDITO, Validità, Validità scaduta
LA SEDE LEGALE IN SFA NON CORRISPONDE NE' CRM. /CERVED/CONTRATTO
SCHEDA CLIENTE, SEDE LEGALE, Via, DIFFERISCE  DA CERVED E CRM.  SFA
La sede Legale su SFA e CRM è discordante da CERVED. Allineare
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, In mancanza de timbro la firma deve essere leggibile
( Pagina 35 ALLEGATO AMMINISTRATIVO ) L indirizzo di fatturazione non coincide con quello riportato in CRM , ne con quello riportato nei centri di costo. AFC rimarca il fatto che è stato segnalato l'indirizzo di fatturazione PEC ma a sistema è stato inserito un indirizzo mail normale. 
allegato b per soggetto passivo non  residente in italia 
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo per comunicazione emissione aggiunto extra sfa ( apposto manualmente )
SCHEDA CLIENTE, SEDE LEGALE, Non sono ammesse correzioni manuali extra SFA poichè non recepite a sistema. 
SCHEDA CLIENTE, SEDE LEGALE,Non sono ammesse correzioni manuali extra SFA poichè non recepite a sistema. 
Allegato amministrativo non corretto ( inserito quello per NON residenti su territorio italiano) 
l'indirizzo della sede legale presente nella scheda cliente   in sfa ed in CRM non corrisponde all' indirizzo indicato nella visura camerale,
SCHEDA CLIENTE, SEDE LEGALE, Via, l'indirizzo della sede legale presente nella scheda cliente   in sfa ed in CRM non corrisponde all' indirizzo indicato nella visura camerale,
errore nella creazione dei listini
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizione Generali di Contratto del Servizio, Versione in vigore, vedi nuova ed Marzo 2021
CONDIZIONI GENERALI DEL SERVIZIO, vedi nuova ed Marzo 2021
SCHEDA CLIENTE, DATI ANAGRAFICI, Nome, non corrisponde con firma privacy
"SCHEDA CLIENTE, SEDE LEGALE, Via, non corrisponde con crm . a sistema esiste sede legale 	"
SCHEDA CLIENTE, SEDE OPERATIVA, Via, manca indicazione sede operativa come da crm 
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE SYSTEM ADMINISTRATOR, Nome, non corrisponde con cf indicato
SCHEDA CLIENTE, DATI ANAGRAFICI, Cognome, non corrisponde con firma privacy
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, non corrisponde con crm
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE SYSTEM ADMINISTRATOR, Cognome, non corrisponde con cf indicato
SCHEDA CLIENTE, SEDE LEGALE, CAP, non corrisponde con crm
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE SYSTEM ADMINISTRATOR, Codice Fiscale, errato
SCHEDA CLIENTE, SEDE LEGALE, Località, non inserita
SCHEDA CLIENTE, SEDE LEGALE, Provincia, non inserita
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE PER RIMESSA CONTRASSEGNO, Intestatario, verificare intestatario esatto
ALLEGATI PREZZI, ALLEGATI PREZZI, verificare listino con ediz corrente
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), spunta scelte, manca spunta delle scelte cliente
POLICY DEL CREDITO, Validità, Validità, scaduta data inizio gennaio 2021
La sede legale su Cerved discorda da SFA e  CRM.Allineare
SCHEDA CLIENTE, SEDE LEGALE, Via, LA sede legale su Cerved discorda da CRM e SFA  Allineare
"SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, dalla visura camerale il numero civico corretto risulta essere: ""85/C"" e non ""SNC"" come inidcato sul contratto"
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale, dalla visura camerale la corretta ragione sociale risulta essere:
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, e-mail, INSERITA PEC AL POSTO DELLA EMAIL
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), spunta scelte, NON SONO STATE SPUNTATE LE SCELTE
accettazione ancora non conforme 
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, TIPOLOGIA DI CLIENTE :Cliente residente come da visura camerale residente in Italia.Modulistica errata
Privacy mancano scelte
in SFA/CRMO E CONTRATTO non è riportato il civico della via della sede legale (45/A) come presente in CERVED 
manca Allegato amministrativo
scheda cliente manca il N° civico  (45/A) della sede legale come presente in CERVED
INDIRIZZO MAIL SULLA SCHEDA CLIENTE DIVERSO DA QUELLO INSERITO IN CRM
SULLA  VISURA CAMERALE è PRESENTE L'INDIRIZZO PEC MANCANTE SIA SU CRM SIA SULLA SCHEDA CLIENTE
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE SYSTEM ADMINISTRATOR, E-mail, MAIL DISCORDANTE DA CRM
SCHEDA CLIENTE, DATI ANAGRAFICI, E-mail, MAIL DISCORDANTE CON CRM
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), spunta scelte, manca la spunta
manca modulo 
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, da Cerved risulta che la sede legale sia all'1 e non al 2.
"in visura ""IL BERGAMOTTO DI BARRANCA VITTORIO"""
documentazione non coerente con PDB
SCHEDA CLIENTE, SEDE LEGALE, Via, dalla visura camerale l'indirizzo della sede legale
SCHEDA CLIENTE, DATI ANAGRAFICI, Natura giuridica, non è stato inserito sul contratto, la natura giuridica del Cliente.
solo per corretta informazione si segnala che non è presente in visura camerale alcuna sede secondaria/operativa.
il sistema non mi permette di inviare il contratto ad AFC  non sono associati i centri di costo . Da una verifica nel file risultano inseriti 15 centri di costo, mentre a sistema ne risultano circa 30. verificare 
"SCHEDA CLIENTE. La sede legale non coincide con quella riportata su cerved; la sede legale corretta è la seguente"
"SCHEDA CLIENTE, DATI ANAGRAFICI ; Manca la natura giuridica"
ALLEGATO AMMINISTRATIVO, Legge 13 agosto 2010 , manca allegato antimafiacon relativo  cig.
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), nome e cognome, modello privacy indicato  e non 
SCHEDA CLIENTE, SEDE LEGALE, Via non corrisponde come da CRM 
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico non corrisponde a CRM
SCHEDA CLIENTE, SEDE LEGALE, CAP non corrisponde a CRM
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), luogo e data, manca luogo
Purtroppo continua a non risultare inserito a sistema, lo schema di fatturazione richiesto (E-MAIL). Si consiglia l'apertura di un ticket di assistenza tecnica.
Sulla accettazione della proposta contrattuale  in mancanza del timbro la firma deve essere chiara e leggibile
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizione Generali di Contratto del Servizio, Versione in vigore, versione ottobre 2020
allegato B utilizzato è per Clienti non residenti in Italia allineare la sede legale presente in CRM anche in SFA
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo PEC (obbligatorio se non fornito Codice Destinatario), non sono ammesse aggiunte a penna o a macchina. Tutti i dati devono essere inseriti in SFA e stampati dal sistema.
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, pec, non sono ammesse aggiunte a penna o a macchina. Tutti i dati devono essere inseriti in SFA e stampati dal sistema.
SCHEDA CLIENTE, RESPONSABILE OPERATIVO E RIFERIMENTO OPERATIVO, non sono ammesse aggiunte a penna o a macchina. Tutti i dati devono essere inseriti in SFA e stampati dal sistema.
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizione Generali di Contratto del Servizio, Firma, timbro e firma illeggiibili
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, timbro e firma illeggiibili
SCHEDA CLIENTE, DATI ANAGRAFICI, Nome, illeggibile
SCHEDA CLIENTE, DATI ANAGRAFICI, Cognome, illeggibile
SCHEDA CLIENTE, DATI ANAGRAFICI, In qualità di, illeggibile
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale, illeggibile e l’intestazione del cliente nella scheda cliente sul  crm ed in sfa discordano  dai dati della visura camerale,
SCHEDA CLIENTE, DATI ANAGRAFICI, Partita IVA, illeggibile
SCHEDA CLIENTE, DATI ANAGRAFICI, Telefono, illeggibile
TAX FORM, mancante
Sede legale differente da Cerved
SCHEDA CLIENTE, DATI ANAGRAFICI, Natura giuridica - manca. Il contratto non è stato sanato.
SCHEDA CLIENTE, SOLUZIONE TECNOLOGICA, Tipologia Soluzione Tecnologica, soluzione tecnologica mancante 
non presente modulo allegato prezzi 
allegato amministrativo modalità e termine pagamento a 30 giorni non è presente apporre correzioni in sfa  
SCHEDA CLIENTE, SEDE LEGALE, Via, non coincide con la visura camerale
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, non coincide con la visura camerale
SCHEDA CLIENTE, SEDE LEGALE, indirizzo assente
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, civico discordante , n. 95 discordante da CERVEDE N. 68
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), luogo e data, manca data 
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice Destinatario, il cliente è italiano e viene usato il modulo per i clienti esteri
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo PEC (obbligatorio se non fornito Codice Destinatario), il cliente è italiano e viene usato il modulo per i clienti esteri.  la mail ordinaria in ogni caso non dovrebbe essere inserita al posto della PEC e sarebbe sempre e comunque errata
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo per comunicazione emissione, il cliente è italiano e viene usato il modulo per i clienti esteri. deve essere presente una delle tre alternative. 
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, e-mail, il cliente è italiano e viene usato il modulo per i clienti esteri. deve essere presente una delle tre alternative. 
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, pec, il cliente è italiano e viene usato il modulo per i clienti esteri. deve essere presente una delle tre alternative. 
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo fisico, il cliente è italiano e viene usato il modulo per i clienti esteri. deve essere presente una delle tre alternative. 
SCHEDA CLIENTE, SEDE LEGALE, Via, Manca la via.
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, manca nr dell indirizzo della sede legale.
SCHEDA CLIENTE, SEDE LEGALE, CAP, manca.
SCHEDA CLIENTE, SEDE LEGALE, Località, manca.
policy assente e comunque scaduta perchè superiore a tre mesi
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale, dalla visura camerale la ragione sociale risulta essere
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, e-mail, non sono ammesse aggiunte a penna o a macchina. Tutti i dati devono essere inseriti in SFA e stampati dal sistema, sul contratto.
La sede legale indicata sul contratto discorda da Cerved
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE,  permane anomalia: Codice Destinatario, allegato B errato cliente con sede in italia manca codice destinatario
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, TIPOLOGIA DI CLIENTE, documento amministrativo  soggetto residente all'estero non corretto scegliere opzione p iva residente in Italia 
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, manca la sede legale anche in SFA
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, TIPOLOGIA DI CLIENTE, ALL.B ERRATO IL CLIENTE SON E' SOGGETTO PASSIVO NON RESIDENTE IN ITALIA
ALLEGATO DISCORDAMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo PEC (obbligatorio se non fornito Codice Destinatario)
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, pec, ALLINEARE INDIRIZZO PEC PER FATTURAZIONE DI SFA A QUELLO PRESENTE IN CRM
"ALLEGATO AMMINISTRATIVO, MODALITA DI PAGAMENTO, Borsellino Elettronico / Posticipato, A pag. 31 sotto ""3 - MODALITA' E TERMINI DI PAGAMENTO"" c' è la stringa di errore. Rigenerare il contratto
"
SCHEDA CLIENTE, SEDE LEGALE, Via, dalla visura camerale la sede legale risulta essere
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), spunta scelte, mancante.
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizione Generali di Contratto del Servizio, Firma, manca la firma x accettazione
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, manca la firma x accettazione
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), spunta scelte, manca la spunta delle scelte
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, manca la firma
ALLEGATO AMMINISTRATIVO - 3 - MODALITA' E TERMINI DI PAGAMENTO: si chiede di RIGENERARE il contratto affinchè sull'allegato amministrativo venga riportato il numero dei giorni
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), luogo e data, non è stata inserita la data accanto al luogo
si prega di sostituire i moduli ACCETTAZIONE PROPOSTA CONTRATTUALE E INFORMATIVA PRIVACY non compilati con quelli compilati e firmati e possibilmente nello stesso verso. Si ricorda inoltre che la firma deve essere apposta chiara e leggibile e non solo una sigla, grazie
La policy è scaduta
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizione Generali di Contratto del Servizio, Luogo e data, CAMPI VUOTI
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizione Generali di Contratto del Servizio, Firma, CAMPI VUOTI
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Data, CAMPI VUOTI
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, CAMPI VUOTI
SCHEDA CLIENTE, DATI ANAGRAFICI, Natura giuridica, CAMPI VUOTI
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), spunta scelte, CAMPI VUOTI
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), luogo e data, CAMPI VUOTI
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), nome e cognome, CAMPI VUOTI
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, CAMPI VUOTI
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale DA VISURA CAMERALE LA PARTITA IVA INDICATA NELLA SCHEDA CLIENTE RISULTA ATTRIBUITA A MANCINETTI ANDREA ANTONIO E NON COME ERRONEAMENTEINDICATO A IL RICAMBIO PERFETTO DI MANCINETTI ANDREA ANTONIO.
SCHEDA CLIENTE, SEDE LEGALE, Via, manca la sede legale anche in sfa allineare sede legale sfa a crm
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, TIPOLOGIA DI CLIENTE, utilizzato allegato b per Cliente non residente in Italia  
"SCHEDA CLIENTE, DATI ANAGRAFICI, In qualità di, in qualità di ""dirigente"" non è conforme  ma ""rappresentante legale"" "
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), spunta scelte, 1 CAMPO SCELTA PRIVACY NON SPUNTATA
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, manca nr. civico
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizione Generali di Contratto del Servizio, Versione in vigore, versione errata non piu' in vigore
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE PER RIMESSA CONTRASSEGNO, IBAN, manca nr IBAN 
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE PER RIMESSA CONTRASSEGNO, Ufficio Postale / Banca, manca Ufficio Postale / Banca
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE PER RIMESSA CONTRASSEGNO, CAP, manca CAP
SCHEDA CLIENTE, RESPONSABILE OPERSTIVO E RIFERIMENTO PER COMUNICAZIONI, non sono ammesse aggiunte a penna o a macchina. Tutti i dati devono essere inseriti in SFA e stampati dal sistema, sul contratto.
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale, l’intestazione del cliente  nella scheda cliente , in sfa ed nel  crm discordano  dai dati   riportati nella visura camerale
SCHEDA CLIENTE, SEDE LEGALE, Via, dalla visura camerale l'indirizzo della sede legale risulta essere:
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, TIPOLOGIA DI CLIENTE, essendo residente all'estero deve essere utilizzato l'apposito modulo Cliente estero (non residente in Italia).
TAX APPLICATION FORM, mancante.
sul contratto il NUMERO CIVICO DELLA SEDE LEGALE INCONGRUENTE CON CERVED CHE RIPORTA n. 60 e non 20/20.
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, ILNR civico sul contratto/crm risulta incongruente con quello di cerved, che riporta il seguente nr 60. regolarizzare.
il contratto allegato non corrisponde al contratto della pratica richiesta .ma di altro cliente 
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizione Generali di Contratto del Servizio, Firma, NON  LEGGIBILE
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, NON LEGGIBILE
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, pec
accettazione della proposta contrattuale: in caso di assenza del timbro la firma deve essere leggibile e per esteso.
Informativa Privacy: nei dati titolare è stato erroneamente inserito nome e cognome del referente commerciale.
la p.iva indicata per il cliente in oggetto risulta da Cerved e AG. entrate corrispondente ad altro cliente ( Gentile Domenico)
SCHEDA CLIENTE, DATI ANAGRAFICI, Natura giuridica, dato obbligatorio, no integrazioni manuali extra sfa. Rigenerare il contratto.
ALLEGATO AMMINISTRATIVO, MODALITA DI PAGAMENTO, Borsellino Elettronico / Posticipato, alla voce determina deve inserire il numero e la data della determina
ALLEGATO AMMINISTRATIVO, Legge 13 agosto 2010 , è una pubblica amministrazione e quindi soggetta all’antimafia.quindi deriva l'obbligo di allegare alla documentazione l’allegato di tracciabilità dei flussi finanziari che riporta il cig.
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale, la Ragione Sociale sulla visura camerale
La ragione sociale su SFA e CRM discorda dalla visura camerale
manca sede legale in SFA
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, manca
SCHEDA CLIENTE, SEDE LEGALE, CAP, manca
SCHEDA CLIENTE, SEDE LEGALE, Località, manca
SCHEDA CLIENTE, SEDE LEGALE, Provincia, manca
SCHEDA CLIENTE, SEDE LEGALE, Nazione, manca
SCHEDA CLIENTE, DATI ANAGRAFICI, Natura giuridica, manca
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, TIPOLOGIA DI CLIENTE, cliente residente in Italia come visto da CERVED e CRMO
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice Destinatario, cliente residente in Italia modulo errato
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale, la ragione sociale corretta è : PROZZILLO STEFANO , come riportato su visura camerale, grazie.
ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, e-mail, L indirizzo MAIL va inserito nella stringa di indirizzo MAIL, non della PEC,
"ALLEGATO AMMINISTRATIVO, MODALITA DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice Destinatario, è stato cancellato manualmente, in questa tipologia di contratto non è consentito correzione manuale, visto che è stato scelto opzione mail necessita anche il codice destinatario; aggiungere in sfa "
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), nome e cognome, discordante da schede cliente 
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, discordante da scheda cliente 
contratto non conforme data di dicembre , sono passati oltre 90 giorno policy non più valida 
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE PER RIMESSA CONTRASSEGNO, IBAN, SCHEDA CLIENTE: manca dato
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE PER RIMESSA CONTRASSEGNO, Ufficio Postale / Banca, manca dato
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE PER RIMESSA CONTRASSEGNO, Via, manca dato
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE PER RIMESSA CONTRASSEGNO, Numero Civico, manca dato
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE PER RIMESSA CONTRASSEGNO, CAP, mnca dato
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE PER RIMESSA CONTRASSEGNO, Località, manca dato
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE PER RIMESSA CONTRASSEGNO, Provincia, manca dato
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE PER RIMESSA CONTRASSEGNO, Intestatario, manca dato
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, si chiede la firma completa del cliente . grazie
SCHEDA CLIENTE, DATI ANAGRAFICI. Manca il nome del cliente.
SCHEDA CLIENTE, DATI ANAGRAFICI. Manca il cognome del cliente
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice Ufficio, come indicato sulla scheda cliente in caso di P.A. il dato è obbligatorio
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice IPA (se non fornito Codice Ufficio), come indicato sulla scheda cliente in caso di P.A. il dato è obbligatorio
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Versione in vigore, La versione non è aggiornata in quanto risale a ottobre 2020.
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), luogo e data. La data riportata sull informativa privacy non coincide con quella riportata sull accettazione della proposta contrattuale. Tutti i dati devono essere allineati, grazie.
SCHEDA CLIENTE, SEDE LEGALE, Via, la sede legale in SFA e  sulla  SCHEDA CLIENTE  non corrisponde a quella indicata in CRM e nella visura camerale CERVED LINCE
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, la sede legale in SFA e  sulla  SCHEDA CLIENTE  non corrisponde a quella indicata in CRM e nella visura camerale CERVED LINCE
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice Destinatario, manca il codice destinatario  in riferimento della @.
il contratto firmato digitalmente  non si apre da verifica documento digitale verificare ed inserire correttamente 
Allegato amministrativo- modalità e termine di pagamento non è scritto  a 30 giorni  apporre correzioni in SFA ed allegare il nuovo PDF 
contratto inserito non corrisponde alla ragione sociale ed p iva 
"ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Modalità CLIENTE RICHIEDE FATTURA UNICA, Allegato amministrativo: pag. 19 punto 3. Modalità e termini di pagamento ;la dicitura è errata. il pagamento posticipato verrà effettuato entro il ? Mancano i giorni.  "
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Modalità CLIENTE RICHIEDE FATTURA UNICA, modalità e termine pagamento non è riportato a 30 giorni correggere in sfa modalità di pagamento a 30 giorni 
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice Destinatario, correzione manuale non accettata, rigenerare il contratto da SFa
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, e-mail, correzione manuale non accettata, rigenerare il contratto da SFa
su accettazione e privacy le firme ( Giuseppe Magrin ? ) ancora illeggibili . Le firme devono essere dello stesso rsppresentante. 
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), nome e cognome, nome e cognome del legale rappresentante   da regolarizzare  sul pdf ed allegare in nuovo pdf 
da normativa vigente manca foto copia del documento riconoscimento e codice fiscale 
"SCHEDA CLIENTE, SEDE LEGALE, Via, dalla visura camerale il nominativo corretto della via risulta essere ""RUGGERO"" e non ""RUGGIERO""."
"ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, e-mail, allo schema di fatturazione ""E-MAIL"" è stato agganciato un indirizzo fisico errato"
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale , Correggere la ragione sociale in CRM, come da visura camerale deve diventare
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, Da visura Camerale il numero civico della sede legale risulta il 92 e non il 58 com indicato in contratto. Correggere rigenerando il contratto tramite SFA
POLICY DEL CREDITO, Validità, Validità, LA DURATA E' DI TRE MESI
Manca l'application form, compilare e fare firmare da cliente. Aggiungerlo al contratto
I colleghi di AFC riscontrano che nell'accordo commerciale sul CRM l'indirizzo inserito risulta essere:
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), luogo e data, il  cliente è stato inserito come libero professionista il sistema ha acquisito come tale, dovresti modificare in ditta individuale apporre modifica in sfa caricare il nuovo pdf ed inoltrare COO 
SCHEDA CLIENTE, DATI ANAGRAFICI, Natura giuridica, dato obbligatorio. Non sono ammesse aggiunte extra SFA
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, e-mail, eseguita correzione manuale non accettata, le correzioni vanno gestite da SFA
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, pec, dato inserito manualmente, non recepito a sistema
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE,  in SFA è presente indirizzo PEC ma sul modulo non è riportato apporre modifica ed allegare il nuovo pdf 
"ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo PEC (obbligatorio se non fornito Codice Destinatario), l'indirizzo scelto risulta non essere categorizzato come PEC. Scegliere lo schema di fatturazione ""E-MAIL""."
"ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, pec, l'indirizzo scelto risulta non essere categorizzato come PEC. Scegliere lo schema di fatturazione ""E-MAIL""."
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico DA VISURA CAMERALE SEDE LEGALE RISULTA 
indirizzo non corrisponde
SCHEDA CLIENTE, SEDE LEGALE, Località, LOCALITA' NON COERENTE CON CERVED.
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, pec, E' necessario indicare solo l'indirizzo di fatturazione che è valorizzato in SFA (eliminare indirizzo Pec inserito manualmente)
